"filename", "language", "PHP", "HTML", "CSS", "Markdown", "XML", "JSON", "SCSS", "JavaScript", "comment", "blank", "total"
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-ms.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 5, 2, 27
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-nb.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 4, 2, 26
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-nl.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 5, 2, 29
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-pl.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 4, 2, 27
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-pt.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 5, 2, 27
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-pt_br.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 8, 2, 30
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-ro.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 5, 2, 27
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-ru.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-sk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-sl.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-sr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-sv.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 6, 2, 27
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-tl.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-tr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 9, 2, 31
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-uk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-vi.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 6, 2, 27
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-zh.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 7, 2, 29
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\language\phpmailer.lang-zh_cn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 7, 2, 29
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\src\Exception.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 28, 3, 40
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\src\OAuth.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 79, 14, 139
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\src\PHPMailer.php", "PHP", 2663, 0, 0, 0, 0, 0, 0, 0, 1789, 369, 4821
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\src\POP3.php", "PHP", 168, 0, 0, 0, 0, 0, 0, 0, 209, 45, 422
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\PHPMailer\src\SMTP.php", "PHP", 672, 0, 0, 0, 0, 0, 0, 0, 576, 124, 1372
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\css\dashboard.css", "CSS", 0, 0, 754, 0, 0, 0, 0, 0, 13, 394, 1161
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\css\index.css", "CSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 15
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\css\index.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\css\login.css", "CSS", 0, 0, 436, 0, 0, 0, 0, 0, 8, 209, 653
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\css\moreDetails.css", "CSS", 0, 0, 399, 0, 0, 0, 0, 0, 15, 203, 617
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\css\resetpwd.css", "CSS", 0, 0, 175, 0, 0, 0, 0, 0, 7, 71, 253
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\index.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\js\block.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 16
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\js\dashboard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 94, 7, 76, 177
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\js\index.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Program Files\XAMPP\htdocs\TCD2020-resume\public\company\js\login.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 35, 0, 16, 51
